video_id,comment_id,text,like_count,published_at,author_channel_id,query,video_url,video_title,slang_hits,source_file,slang_text_checked,health_text_checked,clean_slang_hits,is_health_related,keep_for_annotation
wIb0aqHXvq8,UgzeQkfdL8V_ks9zo0R4AaABAg,I’m on Mounjaro started 2 weeks ago. My brain fog has cleared. Lifted my mood . I do fitness classes at my local health and fitness centre walk everywhere . People don’t seem to realise   It just an easy fix you have to do the work with it. You have to change the type of food you consume. No point taking the weight loss then eating the same unhealthy junk food you have always consumed but just less of it.❤❤,133,2025-09-03T06:31:28Z,UCI1YtO0W5Vse8jx0URA0A3Q,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=wIb0aqHXvq8,The Surprising Side Effects Of Ozempic,['brain fog'],data_raw/youtube_comments.jsonl,i’m on mounjaro started 2 weeks ago. my brain fog has cleared. lifted my mood . i do fitness classes at my local health and fitness centre walk everywhere . people don’t seem to realise   it just an easy fix you have to do the work with it. you have to change the type of food you consume. no point taking the weight loss then eating the same unhealthy junk food you have always consumed but just less of it.❤❤,"""mounjaro side effects"" #shorts   the surprising side effects of ozempic i’m on mounjaro started 2 weeks ago. my brain fog has cleared. lifted my mood . i do fitness classes at my local health and fitness centre walk everywhere . people don’t seem to realise   it just an easy fix you have to do the work with it. you have to change the type of food you consume. no point taking the weight loss then eating the same unhealthy junk food you have always consumed but just less of it.❤❤",['brain fog'],True,True
LONpwZcdKfU,UgzhVzLIjxKeZsWmvrV4AaABAg,I had the tiredness first time around. I've restarted and I don't get it this time. 3 weeks in. I'm working out hard as well. First time I was also on statins that have a similar brain fog side effect. I almost had to stop first time around but this time it's so far so good on 2.5. I do find TV boring now and play Marathon on PC as it's high dopemean game. I will buy a 5mg pen and do half dose going forward. When I came off I regained and I was still eating pretty good. Make sure you hydrate and eat enough protein.,2,2026-05-13T06:59:44Z,UCsiZ9YemU6dWSeldjPs92IQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=LONpwZcdKfU,I Take Mounjaro… These are my Side Effects,['brain fog'],data_raw/youtube_comments.jsonl,i had the tiredness first time around. i've restarted and i don't get it this time. 3 weeks in. i'm working out hard as well. first time i was also on statins that have a similar brain fog side effect. i almost had to stop first time around but this time it's so far so good on 2.5. i do find tv boring now and play marathon on pc as it's high dopemean game. i will buy a 5mg pen and do half dose going forward. when i came off i regained and i was still eating pretty good. make sure you hydrate and eat enough protein.,"""mounjaro side effects"" #shorts   i take mounjaro… these are my side effects i had the tiredness first time around. i've restarted and i don't get it this time. 3 weeks in. i'm working out hard as well. first time i was also on statins that have a similar brain fog side effect. i almost had to stop first time around but this time it's so far so good on 2.5. i do find tv boring now and play marathon on pc as it's high dopemean game. i will buy a 5mg pen and do half dose going forward. when i came off i regained and i was still eating pretty good. make sure you hydrate and eat enough protein.",['brain fog'],True,True
uU3Rw0XYolc,Ugw6t9XI5f76HUDnLxF4AaABAg,"Hello Dr. I am a 350 lb man, started Tirzepatide at 370, 6 weeks ago…. But , in the last 4 weeks I have not dropped a single pound, even though I am eating 1800 calories per day, and 100+ grams of protein. I weigh my food, drink only water (one cup of coffee each morning), I am very active also, yet I don’t understand this stall! 

I have ate a low calorie 1200-1600 diet in the past and lost over a 100 lbs several times, but I’ve never stalled like this for 4 full weeks?? 

The medicine has made it hard for me to even get 1800 calories in each day, as I fill up so quickly, and haven’t been hungry since I started! 

Any thoughts on why the stall, and how long is a normal expectation before losing should pick up again? 

By the way I’m on 5mg currently for 2 more weeks, then to 7.5, and no side effects so far!",1,2026-02-24T16:15:34Z,UCbjTCmzvo3dYn5bkMnP28Kw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=uU3Rw0XYolc,Doctor Explains The REAL Side Effects of Ozempic &amp; Mounjaro (not what you think),['ate'],data_raw/youtube_comments.jsonl,"hello dr. i am a 350 lb man, started tirzepatide at 370, 6 weeks ago…. but , in the last 4 weeks i have not dropped a single pound, even though i am eating 1800 calories per day, and 100+ grams of protein. i weigh my food, drink only water (one cup of coffee each morning), i am very active also, yet i don’t understand this stall! 

i have ate a low calorie 1200-1600 diet in the past and lost over a 100 lbs several times, but i’ve never stalled like this for 4 full weeks?? 

the medicine has made it hard for me to even get 1800 calories in each day, as i fill up so quickly, and haven’t been hungry since i started! 

any thoughts on why the stall, and how long is a normal expectation before losing should pick up again? 

by the way i’m on 5mg currently for 2 more weeks, then to 7.5, and no side effects so far!","""mounjaro side effects"" #shorts   doctor explains the real side effects of ozempic &amp; mounjaro (not what you think) hello dr. i am a 350 lb man, started tirzepatide at 370, 6 weeks ago…. but , in the last 4 weeks i have not dropped a single pound, even though i am eating 1800 calories per day, and 100+ grams of protein. i weigh my food, drink only water (one cup of coffee each morning), i am very active also, yet i don’t understand this stall! 

i have ate a low calorie 1200-1600 diet in the past and lost over a 100 lbs several times, but i’ve never stalled like this for 4 full weeks?? 

the medicine has made it hard for me to even get 1800 calories in each day, as i fill up so quickly, and haven’t been hungry since i started! 

any thoughts on why the stall, and how long is a normal expectation before losing should pick up again? 

by the way i’m on 5mg currently for 2 more weeks, then to 7.5, and no side effects so far!",['ate'],True,True
xDvDOres_wA,Ugxs38YNKVPHgbEg4IV4AaABAg,"This drug has been life altering for me. Was thin all my life-- active and ate healthy.  Started gaining weight in my mid 40s and couldn't lose it. My thyroid was removed and that made it worse. My endo said i was heading towards diabetes. Since taking this med I've been able to lose a lot of weight and be more active, able to enjoy riding my bike again, go to the gym. Working on breaking my sugar addiction too. But I'm fortunate that I can drive down to Mexico to buy it. Otherwise I'd never be able to afford it.",145,2023-05-21T20:15:35Z,UC3DO77IfQROYItNxbd6yhcA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=xDvDOres_wA,WARNING Do NOT take Ozempic or Mounjaro until you watch this,['ate'],data_raw/youtube_comments.jsonl,"this drug has been life altering for me. was thin all my life-- active and ate healthy.  started gaining weight in my mid 40s and couldn't lose it. my thyroid was removed and that made it worse. my endo said i was heading towards diabetes. since taking this med i've been able to lose a lot of weight and be more active, able to enjoy riding my bike again, go to the gym. working on breaking my sugar addiction too. but i'm fortunate that i can drive down to mexico to buy it. otherwise i'd never be able to afford it.","""mounjaro side effects"" #shorts   warning do not take ozempic or mounjaro until you watch this this drug has been life altering for me. was thin all my life-- active and ate healthy.  started gaining weight in my mid 40s and couldn't lose it. my thyroid was removed and that made it worse. my endo said i was heading towards diabetes. since taking this med i've been able to lose a lot of weight and be more active, able to enjoy riding my bike again, go to the gym. working on breaking my sugar addiction too. but i'm fortunate that i can drive down to mexico to buy it. otherwise i'd never be able to afford it.",['ate'],True,True
Aq-R9jQOImI,Ugzp4_5DDETeZlQ--ad4AaABAg,Your hunger increases more then you ever were hungry ever  I know others who stoped and ate and ate never got full,0,2026-01-26T00:11:11Z,UCcVtstvM0wFG0SjQKGIgnOg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=Aq-R9jQOImI,What Happens When You Stop Taking GLP-1 Medications?,['ate'],data_raw/youtube_comments.jsonl,your hunger increases more then you ever were hungry ever  i know others who stoped and ate and ate never got full,"""mounjaro side effects"" #shorts   what happens when you stop taking glp-1 medications? your hunger increases more then you ever were hungry ever  i know others who stoped and ate and ate never got full",['ate'],True,True
Aq-R9jQOImI,UgxCzejnwNMJikdyP9J4AaABAg,"Here’s what you need to know your hunger comes back 10 times over hungrier than you’ve ever been in your entire life. I’m in the middle of writing a book. Nobody can go to the bathroom. People  are living on laxatives cause they cannot poop that’s not funny whoever is laughing just wait till  you go   off this medicine you’ll see cause I see it all the time it’s not a normal diet medication. It’s for people that have high blood sugar and then they give it to people that don’t when you’re done taking it. Your brain will think oh my God I gotta eat. I have to eat eat eat eat. ,everyday my sugar would drop low. I had no energy I was weak. The shot whether you’re diabetic or not your blood sugar is getting lowered by the medicine that it is made to do for diabetics. The reason people asking for to get increased, their dosage is because the one they were taking isn’t working anymore. They’re still hungry and they’re eating once you reached your level and there is no more level to go and you have to get off it and there’s no micro dosing. You can’t microdose something that you’ve had 2 mg or higher and go low for a little bit. It does not work 100% you will gain all of your weight back. There are  lawsuits now with Ozempic Wegovy and I don’t know either which ones cause everyone has complications. The food that you ate two weeks ago was still in your upper stomach, so that’s why nobody can go to the bathroom nobody they’re living on laxatives mineral oil, MiraLAX, all of it. Slows the digestion  system to slow",0,2026-03-08T14:26:51Z,UCcVtstvM0wFG0SjQKGIgnOg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=Aq-R9jQOImI,What Happens When You Stop Taking GLP-1 Medications?,['ate'],data_raw/youtube_comments.jsonl,"here’s what you need to know your hunger comes back 10 times over hungrier than you’ve ever been in your entire life. i’m in the middle of writing a book. nobody can go to the bathroom. people  are living on laxatives cause they cannot poop that’s not funny whoever is laughing just wait till  you go   off this medicine you’ll see cause i see it all the time it’s not a normal diet medication. it’s for people that have high blood sugar and then they give it to people that don’t when you’re done taking it. your brain will think oh my god i gotta eat. i have to eat eat eat eat. ,everyday my sugar would drop low. i had no energy i was weak. the shot whether you’re diabetic or not your blood sugar is getting lowered by the medicine that it is made to do for diabetics. the reason people asking for to get increased, their dosage is because the one they were taking isn’t working anymore. they’re still hungry and they’re eating once you reached your level and there is no more level to go and you have to get off it and there’s no micro dosing. you can’t microdose something that you’ve had 2 mg or higher and go low for a little bit. it does not work 100% you will gain all of your weight back. there are  lawsuits now with ozempic wegovy and i don’t know either which ones cause everyone has complications. the food that you ate two weeks ago was still in your upper stomach, so that’s why nobody can go to the bathroom nobody they’re living on laxatives mineral oil, miralax, all of it. slows the digestion  system to slow","""mounjaro side effects"" #shorts   what happens when you stop taking glp-1 medications? here’s what you need to know your hunger comes back 10 times over hungrier than you’ve ever been in your entire life. i’m in the middle of writing a book. nobody can go to the bathroom. people  are living on laxatives cause they cannot poop that’s not funny whoever is laughing just wait till  you go   off this medicine you’ll see cause i see it all the time it’s not a normal diet medication. it’s for people that have high blood sugar and then they give it to people that don’t when you’re done taking it. your brain will think oh my god i gotta eat. i have to eat eat eat eat. ,everyday my sugar would drop low. i had no energy i was weak. the shot whether you’re diabetic or not your blood sugar is getting lowered by the medicine that it is made to do for diabetics. the reason people asking for to get increased, their dosage is because the one they were taking isn’t working anymore. they’re still hungry and they’re eating once you reached your level and there is no more level to go and you have to get off it and there’s no micro dosing. you can’t microdose something that you’ve had 2 mg or higher and go low for a little bit. it does not work 100% you will gain all of your weight back. there are  lawsuits now with ozempic wegovy and i don’t know either which ones cause everyone has complications. the food that you ate two weeks ago was still in your upper stomach, so that’s why nobody can go to the bathroom nobody they’re living on laxatives mineral oil, miralax, all of it. slows the digestion  system to slow",['ate'],True,True
QDYQ_4gsiOU,Ugy2cT-ONdSejALNAr54AaABAg,"My dad ate nothing and was still grossly overweight.  Yeah, something else is going on.",79,2024-03-21T03:22:17Z,UCJtjrbGqMKtibd6LB0DMVyA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=QDYQ_4gsiOU,Oprah on why she turned to weight loss drugs,['ate'],data_raw/youtube_comments.jsonl,"my dad ate nothing and was still grossly overweight.  yeah, something else is going on.","""mounjaro side effects"" #shorts   oprah on why she turned to weight loss drugs my dad ate nothing and was still grossly overweight.  yeah, something else is going on.",['ate'],True,True
soS5tgVo7kU,Ugzrx4vxFeDjW80m5-t4AaABAg,I started at 2.5 and am on my second week of 5 and I feel like I'm dying on the daily. I'm heading back to the doctor office tomorrow to go back down. I've lost 30 lbs already in the month and a half since I've been on it.,0,2026-05-13T23:30:17Z,UCVAPBC1axanDS619FLK5DLQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=soS5tgVo7kU,STOP Doing These 5 Things on Ozempic &amp; Mounjaro,['dying'],data_raw/youtube_comments.jsonl,i started at 2.5 and am on my second week of 5 and i feel like i'm dying on the daily. i'm heading back to the doctor office tomorrow to go back down. i've lost 30 lbs already in the month and a half since i've been on it.,"""mounjaro side effects"" #shorts   stop doing these 5 things on ozempic &amp; mounjaro i started at 2.5 and am on my second week of 5 and i feel like i'm dying on the daily. i'm heading back to the doctor office tomorrow to go back down. i've lost 30 lbs already in the month and a half since i've been on it.",['dying'],True,True
soS5tgVo7kU,Ugy1eqLzU4Aja1Zi8t94AaABAg,"Day 2 had 2 plates of Chinese food and I’m just about dying from feeling full,  and bg is through the roof.  Not doing that again even if I hadn’t eaten much earlier.  Luckily they were small plates.  I know I shouldn’t eat that but hubby came home with it for dinner.  I did go for a walk earlier too.",0,2025-11-02T00:20:26Z,UCzJ3IQAZBcgaJqzkRtk-7Mw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=soS5tgVo7kU,STOP Doing These 5 Things on Ozempic &amp; Mounjaro,['dying'],data_raw/youtube_comments.jsonl,"day 2 had 2 plates of chinese food and i’m just about dying from feeling full,  and bg is through the roof.  not doing that again even if i hadn’t eaten much earlier.  luckily they were small plates.  i know i shouldn’t eat that but hubby came home with it for dinner.  i did go for a walk earlier too.","""mounjaro side effects"" #shorts   stop doing these 5 things on ozempic &amp; mounjaro day 2 had 2 plates of chinese food and i’m just about dying from feeling full,  and bg is through the roof.  not doing that again even if i hadn’t eaten much earlier.  luckily they were small plates.  i know i shouldn’t eat that but hubby came home with it for dinner.  i did go for a walk earlier too.",['dying'],True,True
C1OqHKOvFCc,UgxQpr7btfnlYLwbTmd4AaABAg,"My wife lost 25 pounds in the last 8 months and didn't realize she was on a diet. We just ate chicken, beef, blueberries, oats and low calorie drinks. No starving and I got kind of ripped lol. Weight loss is effortless with a high protein diet.",9,2024-04-13T14:58:30Z,UCrv_W6fINCES-vcejeojtvA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=C1OqHKOvFCc,What happens to your body when you stop taking weight-loss drugs l GMA,['ate'],data_raw/youtube_comments.jsonl,"my wife lost 25 pounds in the last 8 months and didn't realize she was on a diet. we just ate chicken, beef, blueberries, oats and low calorie drinks. no starving and i got kind of ripped lol. weight loss is effortless with a high protein diet.","""mounjaro side effects"" #shorts   what happens to your body when you stop taking weight-loss drugs l gma my wife lost 25 pounds in the last 8 months and didn't realize she was on a diet. we just ate chicken, beef, blueberries, oats and low calorie drinks. no starving and i got kind of ripped lol. weight loss is effortless with a high protein diet.",['ate'],True,True
