video_id,comment_id,text,like_count,published_at,author_channel_id,query,video_url,video_title,slang_hits,source_file
Aypzrls4Mn0,UgytQKfmSlZ4vRT3VqF4AaABAg,"As someone with a long history of pretty severe IBS-D, the constipatory effects of Mounjaro have actually been a welcomed change, lol. What I have struggled with the most is the fatigue and the lack of interest and investment brought on by the dopamine blunting. As someone who has had problems in the past with depression, it's causing a concerningly familiar apathy and lack of motivation. I noticed it get much more pronounced at the 7.5 dose and then when I tried to go up to 10, I felt like I was dying between the fatigue and the emotional disassociation I was feeling. I have weaned back down to a dose of 5mg and feel like this is giving me the best balance between benefits and side effects.",12,2025-11-10T19:30:48Z,UCJFZUa4bUoORPiCJhyMWxcg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=Aypzrls4Mn0,5 Common Ozempic &amp; Mounjaro Side Effects—and How to AVOID Them!,['dying'],data_raw/youtube_comments.jsonl
Aypzrls4Mn0,UgyryJNWPDBtQSHpP5N4AaABAg,"I wish I had constipation! Had the opposite for 20 years, tried cutting everything out, just ate meat... still the same.",2,2025-07-15T23:16:51Z,UCD06w6h3ikCwpygBZCnsEQA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=Aypzrls4Mn0,5 Common Ozempic &amp; Mounjaro Side Effects—and How to AVOID Them!,['ate'],data_raw/youtube_comments.jsonl
q7gORBNYik0,UgylWT66s-BsCjbO9dR4AaABAg,"Thank you Fr Kevin, as a fellow healthcare worker ( RN) of over 30 years I'm also a huge proponent of these GLP agonists.  Lifestyle changes and patient education is paramount while using these medications.  Always great content, thank you.  Dana",17,2025-07-30T11:50:13Z,UCb2cEjsVgkJ4oxaauAUh19w,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=q7gORBNYik0,7 DEADLY Ozempic &amp; Mounjaro Side Effects You MUST Know Before Starting!,['fr'],data_raw/youtube_comments.jsonl
q7gORBNYik0,UgxXYe3dcncOxRvnecJ4AaABAg,I'm on Glp-1  zepbound 2.5 I am keeping an eye on my pancreas but I noticed when I was on keto and I switched over to a more fat protein based diet but if I ate sweets and flooded my system with insulin that's when I would get a pancreatic episode . I am trying to be more balanced on the shot . So far not a lot of side effects I do get some bouts of nausea I run a little bit more on the constipated side so I take magnesium at bedtime and I do get some injection swelling after a couple of days it seems to happen more when I take a bath I'm keeping an eye on it to see does it just swell on its own or is it because I'm taking a bath and I'm in hot water.,0,2025-12-08T07:49:54Z,UC6aKwMZwGHKB3AD_72Ya6tg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=q7gORBNYik0,7 DEADLY Ozempic &amp; Mounjaro Side Effects You MUST Know Before Starting!,['ate'],data_raw/youtube_comments.jsonl
GDeZ7UvTtXA,UgzdlYT0xX4PtvbLvZV4AaABAg,"Not my story with GLP-1
  
I started in Jan. After purchasing 3 month supply. 
I bought in Nov. And was nervous about trying do to side effects. I do not do well with nausea and vomiting.  
But... I had the drugs. So I made new years resolution.
And finally tried it. 
I calmed my nerves because only 7 percent of people experienced side effects. 
With the thought of 93% experience minimal or no side effects and not having any history of side effects from any medication in my life. I was able to make the injection. 
I only took for six weeks. 
By this time. The providers reached 3 months and sent a request to renew. 
The deal breaker was the price for me. I didn't renew.
For the 6 weeks.... I lost 15 lbs.
I only experience on side effect. Is the one the drug is supposed to cause. 
Loss of appetite. 
Since I stopped... 2.5 months ago... my appetite has not returned. 
I do not eat breakfast 
I do not eat lunch
I eat dinner every night at 7p.
I work to midnight.
When I eat.
I am satisfied with 4-5 hotwings. And not even slightly  hungry until 7p again. 
EXAMPLE - I bought panda express. I have fried rice... beef and broccoli... honey walnut shrimp... 2 spring rolls.
I ate both spring rolls and 1 piece of shrimp for dinner. 
It's now 1230 am and the rest of that entire meal is sitting next to me and I am not really hungry. 
As a result of not regaining my appetite..
 I have lost an additional 15 lbs. 
Now we are start of May and I have dropped 31 lbs.
I have not worked out a single time. 
I did purchase planet fitness membership. 
I thought I would work out and run when I lost enough weight that I could tolerate the pain in my knee..
I am 5'5"" and started at 251 lbs.
I am now 219 lbs.",64,2025-05-07T07:36:45Z,UCiG3NFb4uks4TGe2ZkkB85A,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=GDeZ7UvTtXA,There are definite negatives. Top5 downsides of #glp1 meds #ozempic #wegovy #mounjaro,['ate'],data_raw/youtube_comments.jsonl
t3cfmbfKouY,UgzClFrXSECgYs3w8Nh4AaABAg,I lost 13.4 kg on ozempic the last week i lost 100gr .I ate more proteien . Can you eat to much proeteien that stops weight loss?,4,2025-02-11T08:37:53Z,UCkPFI0aDYFPR3rPHxCN_NNA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=t3cfmbfKouY,If On OZEMPIC &amp; MOUNJARO Avoid These Foods To Prevent Side Effects!,['ate'],data_raw/youtube_comments.jsonl
BR2djr_sqNM,UgyLeRgc1m2g2-EyM7d4AaABAg,I ended up in the ER because of Ozempic. Thought I was dying I felt so bad. Beware!,18,2023-09-02T02:54:20Z,UCfItphjirH9ObcpygLginWQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=BR2djr_sqNM,People who took popular weight loss drugs say their stomachs are paralyzed,['dying'],data_raw/youtube_comments.jsonl
_rcQQS_LSJA,UgyuQ5TR_vWHfJ4xzcd4AaABAg,I’ve been on it for about 10 months. I’ve lost 24 pounds. I love this medicine. I haven’t had any side effects. Maybe one night I had a little nausea when I ate too much.,25,2024-11-13T18:01:08Z,UCUxK1ovVU_b7YZKEWPXABOw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=_rcQQS_LSJA,How much weight can you lose with Mounjaro? 🤷🏻‍♂️👨🏻‍⚕️ #mounjaro #doctor #obesity,['ate'],data_raw/youtube_comments.jsonl
_rcQQS_LSJA,Ugz5Vd9g2Yn2uJiBHEx4AaABAg,I lost 177 pounds in 8 months. I barely ate. I drunk a lot of water.,0,2026-04-21T20:29:20Z,UCq3fkWd83UFbSu2-1tspvyw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=_rcQQS_LSJA,How much weight can you lose with Mounjaro? 🤷🏻‍♂️👨🏻‍⚕️ #mounjaro #doctor #obesity,['ate'],data_raw/youtube_comments.jsonl
uqek00T0mRo,UgxRSguid-EFO52Eqdl4AaABAg,After 14 months on mounjaro and 140 pound weight loss I finally gave in and ate my favorite pepperoni pizza. Four hours later I had to call squad as I just felt like I was dying. Worst pain I’ve ever felt and 12 hours after I had eaten the pizza I finally vomited what seemed like pure grease. I never want to eat pizza again. Lesson learned.,375,2025-10-18T22:19:34Z,UC3-iZbMXfiGGcsERFwUvnNQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=uqek00T0mRo,Stop Eating These Foods on Ozempic &amp; Mounjaro Before It’s Too Late,"['ate', 'dying']",data_raw/youtube_comments.jsonl
uqek00T0mRo,UgwKIhiolP5srSUTfZd4AaABAg,"I found out fast that anything acidic, spicy, or fried was out!
I have to eat a bland diet and only cooked vegetables because I can't digest anything raw.",28,2025-11-05T19:35:52Z,UCadkD9S_-YbA0XfcrBzvyaA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=uqek00T0mRo,Stop Eating These Foods on Ozempic &amp; Mounjaro Before It’s Too Late,['cooked'],data_raw/youtube_comments.jsonl
uqek00T0mRo,UgzQqBzukImH4fVLxP54AaABAg,I m 61 yrs old i only hope i loose some weight like u all hv lost . First week was ok . No stomach issues was craving for food  nd cud digest what I ate . Today I hv taken second shot .  Hv been constipated nd feel like I won't be able to hv my dinner now .     I won't force eat .    Hope to loose some weight this week,2,2026-04-21T15:01:14Z,UCFsiZWcYHDecw3NJ_YCCWYA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=uqek00T0mRo,Stop Eating These Foods on Ozempic &amp; Mounjaro Before It’s Too Late,['ate'],data_raw/youtube_comments.jsonl
hMC3dMUX48A,UgyQgpRRQtNWgj7jEkp4AaABAg,Took my first jab 2.5mg and iv ate a lot today for some reason,2,2025-07-05T04:24:22Z,UCbyYH-GFqUedkv6Q9iGO4EA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=hMC3dMUX48A,How long does it take for Mounjaro to start working?,['ate'],data_raw/youtube_comments.jsonl
wIb0aqHXvq8,UgzeQkfdL8V_ks9zo0R4AaABAg,I’m on Mounjaro started 2 weeks ago. My brain fog has cleared. Lifted my mood . I do fitness classes at my local health and fitness centre walk everywhere . People don’t seem to realise   It just an easy fix you have to do the work with it. You have to change the type of food you consume. No point taking the weight loss then eating the same unhealthy junk food you have always consumed but just less of it.❤❤,133,2025-09-03T06:31:28Z,UCI1YtO0W5Vse8jx0URA0A3Q,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=wIb0aqHXvq8,The Surprising Side Effects Of Ozempic,['brain fog'],data_raw/youtube_comments.jsonl
Ov2yt91QMkY,UgyiywtEWxm9LM3Ju8x4AaABAg,"The first time I had them was in 2024 it was so so bad alone with real bad upper stomach pain, and I did not have them at all in 2025 thank you Jesus! But on Friday January 23rd 2026 OMG I had them again all that day and I thought i wasn't going to have the upper stomach pains but I did it was bad but not as bad as in 2024, I didn't have any on yesterday, but today Sunday during the day I started having them again, I tried to backtrack with I ate today, that I may have eaten on Friday and the only I thought was I ate liquid egg whites on Friday, but today I ate 2 peanut butter cookies and I went back and read the ingredients, and eggs was one of them, so it could be the eggs that's a trigger food for me.",0,2026-01-26T02:59:07Z,UCoIEE6hxXNboAXzToKs0-bw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=Ov2yt91QMkY,Mounjaro Side Effects: Sulphur Burps | Nurse Tips for GLP-1 Digestive Issues | Medicspot,['ate'],data_raw/youtube_comments.jsonl
LONpwZcdKfU,UgzxXbns1fnIY0ADz7Z4AaABAg,"I feel like an absolute outcast.

I feel like I’m the only person who Mounjaro hasn’t worked for. From 2.5mg all the way upto 15mg. Virtually no dramatic difference.

Side affects - I was tired, I had the sulphur burbs, headaches every now and again but regarding weight loss, nothing significant.

I trained, I got my steps in, I ate less (admittedly not always hitting my protein goal). Had a female friend who absolutely smashed it. She doesn’t train often, she doesn’t eat the best but the weight flew off.

I’m currently trying Reta - trying to see where it can get me!",0,2026-05-18T20:16:42Z,UC-EWO-Y-HhkVvfGFadmT72g,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=LONpwZcdKfU,I Take Mounjaro… These are my Side Effects,['ate'],data_raw/youtube_comments.jsonl
LONpwZcdKfU,UgzhVzLIjxKeZsWmvrV4AaABAg,I had the tiredness first time around. I've restarted and I don't get it this time. 3 weeks in. I'm working out hard as well. First time I was also on statins that have a similar brain fog side effect. I almost had to stop first time around but this time it's so far so good on 2.5. I do find TV boring now and play Marathon on PC as it's high dopemean game. I will buy a 5mg pen and do half dose going forward. When I came off I regained and I was still eating pretty good. Make sure you hydrate and eat enough protein.,2,2026-05-13T06:59:44Z,UCsiZ9YemU6dWSeldjPs92IQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=LONpwZcdKfU,I Take Mounjaro… These are my Side Effects,['brain fog'],data_raw/youtube_comments.jsonl
uU3Rw0XYolc,Ugw6t9XI5f76HUDnLxF4AaABAg,"Hello Dr. I am a 350 lb man, started Tirzepatide at 370, 6 weeks ago…. But , in the last 4 weeks I have not dropped a single pound, even though I am eating 1800 calories per day, and 100+ grams of protein. I weigh my food, drink only water (one cup of coffee each morning), I am very active also, yet I don’t understand this stall! 

I have ate a low calorie 1200-1600 diet in the past and lost over a 100 lbs several times, but I’ve never stalled like this for 4 full weeks?? 

The medicine has made it hard for me to even get 1800 calories in each day, as I fill up so quickly, and haven’t been hungry since I started! 

Any thoughts on why the stall, and how long is a normal expectation before losing should pick up again? 

By the way I’m on 5mg currently for 2 more weeks, then to 7.5, and no side effects so far!",1,2026-02-24T16:15:34Z,UCbjTCmzvo3dYn5bkMnP28Kw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=uU3Rw0XYolc,Doctor Explains The REAL Side Effects of Ozempic &amp; Mounjaro (not what you think),['ate'],data_raw/youtube_comments.jsonl
xDvDOres_wA,Ugxs38YNKVPHgbEg4IV4AaABAg,"This drug has been life altering for me. Was thin all my life-- active and ate healthy.  Started gaining weight in my mid 40s and couldn't lose it. My thyroid was removed and that made it worse. My endo said i was heading towards diabetes. Since taking this med I've been able to lose a lot of weight and be more active, able to enjoy riding my bike again, go to the gym. Working on breaking my sugar addiction too. But I'm fortunate that I can drive down to Mexico to buy it. Otherwise I'd never be able to afford it.",145,2023-05-21T20:15:35Z,UC3DO77IfQROYItNxbd6yhcA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=xDvDOres_wA,WARNING Do NOT take Ozempic or Mounjaro until you watch this,['ate'],data_raw/youtube_comments.jsonl
Aq-R9jQOImI,Ugzp4_5DDETeZlQ--ad4AaABAg,Your hunger increases more then you ever were hungry ever  I know others who stoped and ate and ate never got full,0,2026-01-26T00:11:11Z,UCcVtstvM0wFG0SjQKGIgnOg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=Aq-R9jQOImI,What Happens When You Stop Taking GLP-1 Medications?,['ate'],data_raw/youtube_comments.jsonl
Aq-R9jQOImI,UgxCzejnwNMJikdyP9J4AaABAg,"Here’s what you need to know your hunger comes back 10 times over hungrier than you’ve ever been in your entire life. I’m in the middle of writing a book. Nobody can go to the bathroom. People  are living on laxatives cause they cannot poop that’s not funny whoever is laughing just wait till  you go   off this medicine you’ll see cause I see it all the time it’s not a normal diet medication. It’s for people that have high blood sugar and then they give it to people that don’t when you’re done taking it. Your brain will think oh my God I gotta eat. I have to eat eat eat eat. ,everyday my sugar would drop low. I had no energy I was weak. The shot whether you’re diabetic or not your blood sugar is getting lowered by the medicine that it is made to do for diabetics. The reason people asking for to get increased, their dosage is because the one they were taking isn’t working anymore. They’re still hungry and they’re eating once you reached your level and there is no more level to go and you have to get off it and there’s no micro dosing. You can’t microdose something that you’ve had 2 mg or higher and go low for a little bit. It does not work 100% you will gain all of your weight back. There are  lawsuits now with Ozempic Wegovy and I don’t know either which ones cause everyone has complications. The food that you ate two weeks ago was still in your upper stomach, so that’s why nobody can go to the bathroom nobody they’re living on laxatives mineral oil, MiraLAX, all of it. Slows the digestion  system to slow",0,2026-03-08T14:26:51Z,UCcVtstvM0wFG0SjQKGIgnOg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=Aq-R9jQOImI,What Happens When You Stop Taking GLP-1 Medications?,['ate'],data_raw/youtube_comments.jsonl
QDYQ_4gsiOU,UgyyW5zjN14nUo8AyBp4AaABAg,I tried everything to lose weight. The only way I could do it was with weight loss injections. My body does NOT RESPOND TO DIETICIAN DIETS. I hardly eat but gain weight. I’m on meds that tell you high weight gain specifically. No one believed me that I didn’t eat until my new boyfriend fed me daily and watched what I ate daily. He was shocked at my constant weight gain despite eating in a calorific deficit. I believe I am insulin resistant but the GP says Insulin resistance doesn’t exist. Just like 10 years ago they said ME and Fybromyalgia didn’t exist. (I was diagnosed with Fybro 17 years ago).,13,2025-05-03T22:27:16Z,UCX5Cs-H18VuTsDxuL9Rbx0Q,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=QDYQ_4gsiOU,Oprah on why she turned to weight loss drugs,['ate'],data_raw/youtube_comments.jsonl
QDYQ_4gsiOU,Ugy2cT-ONdSejALNAr54AaABAg,"My dad ate nothing and was still grossly overweight.  Yeah, something else is going on.",79,2024-03-21T03:22:17Z,UCJtjrbGqMKtibd6LB0DMVyA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=QDYQ_4gsiOU,Oprah on why she turned to weight loss drugs,['ate'],data_raw/youtube_comments.jsonl
QDYQ_4gsiOU,UgypZLb4vPJNnx6BBlp4AaABAg,Preach girl I ate one meal a day and I wanted to vomit so with how I looked and I went to the gym 5 days a week I walked to the gym and walked back and if I ate a normal meal the kind most people call healthy I gained weight,0,2026-01-03T08:29:35Z,UCIZjWoi_-pGIMOq4q-q62Lg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=QDYQ_4gsiOU,Oprah on why she turned to weight loss drugs,['ate'],data_raw/youtube_comments.jsonl
soS5tgVo7kU,Ugzrx4vxFeDjW80m5-t4AaABAg,I started at 2.5 and am on my second week of 5 and I feel like I'm dying on the daily. I'm heading back to the doctor office tomorrow to go back down. I've lost 30 lbs already in the month and a half since I've been on it.,0,2026-05-13T23:30:17Z,UCVAPBC1axanDS619FLK5DLQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=soS5tgVo7kU,STOP Doing These 5 Things on Ozempic &amp; Mounjaro,['dying'],data_raw/youtube_comments.jsonl
soS5tgVo7kU,Ugy1eqLzU4Aja1Zi8t94AaABAg,"Day 2 had 2 plates of Chinese food and I’m just about dying from feeling full,  and bg is through the roof.  Not doing that again even if I hadn’t eaten much earlier.  Luckily they were small plates.  I know I shouldn’t eat that but hubby came home with it for dinner.  I did go for a walk earlier too.",0,2025-11-02T00:20:26Z,UCzJ3IQAZBcgaJqzkRtk-7Mw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=soS5tgVo7kU,STOP Doing These 5 Things on Ozempic &amp; Mounjaro,['dying'],data_raw/youtube_comments.jsonl
C1OqHKOvFCc,UgyWlVtKJukdT_0A8E94AaABAg,"Most of the studies on weight regain after stopping these drugs involved taking the patient to top the maximum level of the drug for at least 6 to 12 months and then cutting them off cold turkey.
However a few studies have involved titrating the dose down slowly over time, and also continuing dietitian and exercise support. In those cases, the majority of patients maintain their weight loss. If they continued the drug, they did so at a very low dose. 
Also, we are learning that taking the maximum dose is not always necessary. Good obesity doctors are recommending that patients take no higher of a dose than is necessary to lose weight at a reasonable rate.
I lost 50 lb using tirzepatide over the course of a year, which is less than a pound a week. I ate plenty of protein and did lots of weight-bearing exercise.
Less than 10% of my weight loss was lean body mass, the rest was fat.
I never went above 2/3 of the maximum dose and that only for a few months. Mostly I was on half the maximum dose. 
Now that I'm at goal weight, I've been titrating down and have maintained for about 6 weeks. 
The medical community is learning more about these drugs as time goes on, but I think the approach that my doctor and I have used will turn out to be more effective long-term. He says that the vast majority of his patients are on the minimum dose, a microdose, or have managed to titrate completely off of the drugs.",0,2025-05-03T16:03:21Z,UCQpDj-15JJk-n0tcXO_EFqg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=C1OqHKOvFCc,What happens to your body when you stop taking weight-loss drugs l GMA,['ate'],data_raw/youtube_comments.jsonl
C1OqHKOvFCc,UgxQpr7btfnlYLwbTmd4AaABAg,"My wife lost 25 pounds in the last 8 months and didn't realize she was on a diet. We just ate chicken, beef, blueberries, oats and low calorie drinks. No starving and I got kind of ripped lol. Weight loss is effortless with a high protein diet.",9,2024-04-13T14:58:30Z,UCrv_W6fINCES-vcejeojtvA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=C1OqHKOvFCc,What happens to your body when you stop taking weight-loss drugs l GMA,['ate'],data_raw/youtube_comments.jsonl
qkhvIZk5csk,UgwwJJnXH_ODQIFs_xJ4AaABAg,"My aunt was on it… the doctor increased her dose pretty significantly and she literally dropped dead within a week of the increase. I’m not saying one had anything to do with the other but… the timing of it all is at the very least intriguing. I loved my aunt. She was BEAUTIFUL! A teacher, a mom, an advocate for the needy. She was awesome and I miss her so much.",832,2025-05-13T15:22:20Z,UCLZRunRfkeb5tREF9YaPFXg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['dead'],data_raw/youtube_comments.jsonl
qkhvIZk5csk,UgwWS4dWEAhFtVFkFSZ4AaABAg,My mother is dying from this. Her stomach has been paralyzed for almost a year. Stomach paralysis and death are not good tradoffs people. You don’t have an ozemoic shortage in your system.,414,2025-02-28T13:51:19Z,UCS14tn6r2m8ke0fWfhbX7Ww,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['dying'],data_raw/youtube_comments.jsonl
qkhvIZk5csk,Ugw1n_iPINtOOrym0VF4AaABAg,Caused weight loss for me. An hour after taking it I spent a week sick to my stomach and vomiting every time I ate anything.. until about 1hr before I injected again. I lost 17.8 pounds in 1.5 weeks. My doctor all happy said. That’s the ozempic. Until I told her exactly what taking it done to me.. and that I wasn’t taking it any more. 🤦🏻‍♀️,13,2025-04-19T00:47:48Z,UClyriycZ25b0zauBbhVqoyQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['ate'],data_raw/youtube_comments.jsonl
qkhvIZk5csk,UgzQIkb7RFIgQDdvx5Z4AaABAg,"I work in medical laboratory science. The organization I work for passes these drugs out like candy. MANY of my coworkers are on it. Not only have I seen changes in their body, but I have seen changes in their mental state as well. My observation has been they are less friendly(happy), seems to be more brain fog of sorts (mistakes in work), and their overall demeanor is.. different. I’m not talking about one person, I have seen these changes in several people over time. This is only surface level. I genuinely can’t imagine all that’s happening internally that can’t be seen.",192,2025-05-11T09:42:30Z,UC3YalN1bkD8knlMN2skdhXQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['brain fog'],data_raw/youtube_comments.jsonl
